date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2018-11-02,-234738206.3873411,90629369.85730673,-71206.97076606425,6341321.994401194,-86259246.68560493,0.0,0.0,-224097968.19200417,-380465590.6359539,156367622.44394973
2018-11-09,30014352.518461067,161409801.62331316,1671450.6845549673,8576492.296864191,-50546889.30215729,0.0,0.0,151125207.8210361,56130662.28776169,94994545.53327441
2018-11-16,-27074316.972924177,81176369.90583089,-1152946.1865262184,9097757.90677198,-49911386.82543772,0.0,0.0,12135477.827714764,-3360052.042155266,15495529.86987003
2018-11-23,-6666688.350062482,-167303897.86672336,-2699925.456199344,8066964.533801867,-49055902.72216135,0.0,0.0,-217659449.8613447,-11990772.436662674,-205668677.42468202
2018-11-30,-133392284.06346318,-3239781.837646493,-3024094.914064992,7907032.712878106,-126721200.33474232,0.0,0.0,-258470328.4370389,-241822893.03788948,-16647435.399149418
2018-12-07,106539343.868209,-209613540.44796866,-3853942.2203300307,3447113.800591274,-48371515.439540274,0.0,0.0,-151852540.4390387,146207832.11485004,-298060372.55388874
2018-12-14,-35364270.76247289,-325084081.48206514,-3187225.835930811,4817721.981715292,-43629689.267094165,0.0,0.0,-402447545.3658477,-64870788.40781975,-337576756.95802796
2018-12-21,66837784.63827009,-673776892.3696855,-6084617.035737602,6886630.567701403,-40435067.20143075,0.0,0.0,-646572161.4008824,124045195.8832798,-770617357.2841622
2018-12-28,74948160.62629579,-557284233.0507596,-6225067.035346836,7624536.42152181,-37494646.12645516,0.0,0.0,-518431249.164744,137884951.04495716,-656316200.2097012
2019-01-04,591057621.2885484,-583199228.3226765,-6580740.274818156,9735336.244896807,-9693857.010268662,0.0,0.0,1319131.9256817997,1234956763.9653864,-1233637632.0397046
2019-01-11,1270748814.804546,-522814090.8441933,-3025591.197144533,9887965.294730354,55743344.16948741,0.0,0.0,810540442.227426,2298904790.918969,-1488364348.691543
2019-01-18,139485722.98730314,-447219755.8678858,-1664732.35112914,9621624.344940947,-34336687.66521787,0.0,0.0,-334113828.5519887,208168063.3030653,-542281891.855054
2019-01-25,204875878.23358792,-527966635.8223989,-1845725.0125289806,9503685.315693624,-32850589.565812066,0.0,0.0,-348283386.8514584,327586482.5174513,-675869869.3689096
2019-02-01,271714968.5043783,-302495791.75877774,659536.2861473246,7774869.243608415,-29526422.76450967,0.0,0.0,-51872840.48915335,445141811.4517193,-497014651.9408726
2019-02-08,1278784681.0702605,-47201324.842771366,3320862.511516805,5409275.761030624,31296052.738144204,0.0,0.0,1271609547.2381809,2316809586.5487833,-1045200039.3106024
2019-02-15,365696694.1215097,-129111718.37826492,3351280.496255886,6973438.153089071,-27311941.057171438,0.0,0.0,219597753.33541828,617015971.77777,-397418218.44235176
2019-02-22,596541755.2597963,-116749840.79744996,4613715.437485386,4231175.862170624,-25073016.946882475,0.0,0.0,463563788.81511986,1280856540.47227,-817292751.6571501
2019-03-01,126318080.57280698,4313181.263391461,6467692.370820634,5184073.7035983205,-31633357.898864593,0.0,0.0,110649670.01175281,233207883.8756628,-122558213.86390999
2019-03-08,1180458554.0643685,-274243606.09942293,4940328.924977513,6552109.835568949,28871366.3654295,0.0,0.0,946578753.0909215,2185469079.580907,-1238890326.4899855
2019-03-15,538838163.3090099,-111701539.04947352,6857179.371775428,4548359.50786692,-20411850.70417385,0.0,0.0,418130312.4350049,1166138290.451767,-748007978.016762
2019-03-22,793696677.9509856,110626841.2105825,8046639.397343742,7463958.361766507,-17794069.348148197,0.0,0.0,902040047.57253,1463053645.3615732,-561013597.7890432
2019-03-29,778062241.3367455,98608596.54845552,8537182.158212297,7025934.027940079,-15447598.664875915,0.0,0.0,876786355.4064775,1434039774.313877,-557253418.9073997
2019-04-05,565092625.4093553,280592620.1807193,9208343.167827144,7725848.328724716,-8065992.973748507,0.0,0.0,854553444.1128778,1195298752.506812,-340745308.39393425
2019-04-12,1240720238.8128746,170646605.1885375,8678932.739227068,8904397.707952596,28849368.20277383,0.0,0.0,1457799542.6513655,2242610591.2374983,-784811048.5861328
2019-04-19,587614725.2948598,141219521.79792893,9417176.591022542,10069370.852367084,-13565533.637667932,0.0,0.0,734755260.8985103,1240599964.3301134,-505844703.4316031
2019-04-26,591837889.0838809,194927533.90149435,9993195.548027892,8462057.936926851,-8740603.295189269,0.0,0.0,796480073.1751407,1241525897.767849,-445045824.59270823
2019-05-03,203253370.65250856,188759260.29458728,10465325.120191317,8527947.467288869,-21460429.790761176,0.0,0.0,389545473.7438149,325945175.8002119,63600297.94360298
