date,fi_bonds,equity,high_yield,rates_credit_idx,fx_hedge_residual,futures_overlay,irs_hedge,asset_pnl,liability_pnl,surplus_pnl
2023-05-12,-641241684.954921,128787198.27478851,3828294.683828056,-10376087.304064248,39397022.35125004,-55183039.46574481,-352770206.519932,-887558502.9347954,-1142384077.7366886,254825574.80189323
2023-05-19,-847952625.9397339,280608088.6505609,4734830.208127089,-8466686.610597234,58746993.02100003,-97086497.65993631,-486677666.04746675,-1096093564.378046,-1519492775.3628225,423399210.9847765
2023-05-26,-800579524.9625651,8160232.786325307,460118.58468975173,-7159710.984748405,48473734.21050002,-12477458.351025006,-475088961.4096319,-1238211570.1264553,-1434013104.961008,195801534.83455276
2023-06-02,-1469045274.0771685,144779412.60145903,2512456.671329121,-5231175.991928636,-79091856.69600007,-46831590.53780691,-905034467.928875,-2357942495.958991,-2749509946.4480853,391567450.48909426
2023-06-09,-216760003.25925907,413094720.7017278,7307065.469512083,-2072810.746706637,20043825.00000002,-127432514.79166666,-73424674.37145616,20755608.002151385,-381334723.9118242,402090331.9139756
2023-06-16,-357626233.2503366,841210465.095008,14458873.480555132,-2831193.302055742,36981450.00000003,-264572587.16615072,-210121912.94319314,57498861.91382697,-627902970.649066,685401832.5628929
2023-06-23,-378442836.007385,459021617.9380801,12902183.916976798,-2468883.946273728,85175961.10350005,-149016904.11837587,-231292740.05666512,-204121601.1701428,-671664066.8530779,467542465.6829351
2023-06-30,-1506524742.7570364,694437687.364774,17488759.827101566,-5248193.282825336,-59871254.58300002,-219278735.91281092,-942050750.8311903,-2021047230.1749876,-2840901966.3514996,819854736.176512
2023-07-07,-578768284.3638335,513257640.24989325,14210838.904883081,-8348013.206323594,82806812.84100004,-169912122.3527256,-351642483.0149126,-498395610.942019,-1032579165.8462877,534183554.90426874
2023-07-14,-620456011.1934198,754479478.9005998,16040765.433393594,-10509758.072031163,92020716.57975005,-241386103.1518634,-367676108.00867933,-377487019.51225024,-1103954047.4786777,726467027.9664276
2023-07-21,-671809590.1832324,599031616.045845,11158365.715993477,-10558753.372287486,34340250.00000001,-196727125.9459344,-397094181.7107208,-631659419.4503366,-1200078081.366435,568418661.9160985
2023-07-28,-818345519.3470534,454335672.9682511,8800353.510014601,-9862161.872357676,79228579.99500005,-156507899.51827383,-475049530.8251081,-917400505.0895272,-1461691530.9776773,544291025.8881501
2023-08-04,-992263595.5479497,300127888.4553761,6851934.9036679715,-8622341.417237788,9374398.605000036,-117578250.4741899,-592749311.4840409,-1394859276.9593742,-1789494254.3306284,394634977.3712542
2023-08-11,-541923001.3468947,96584591.88096404,5687711.84381638,-6361475.291647048,34503000.00000003,-67293324.06659338,-245773186.1616361,-724575683.1419909,-961979393.4956179,237403710.35362697
2023-08-18,-719006729.8514785,56749706.926238686,6899423.398164621,-6457794.312642656,34070550.000000015,-54349340.49811523,-404307317.6416641,-1086401501.9794972,-1278318255.894373,191916753.91487575
2023-08-25,-547811596.5875735,231726152.45944014,9402266.790523566,-7336675.6511646025,23205825.000000004,-111322041.69790165,-303460859.028984,-705596928.7156601,-964695432.5050039,259098503.78934383
2023-09-01,-1452940217.997631,556152493.6864387,14628757.86206826,-8523159.759496178,-159234178.75650012,-203566699.0376977,-904084664.4175628,-2157567668.420381,-2709403486.5418983,551835818.1215172
2023-09-08,-381638373.36145794,293083734.3190281,12688047.427550517,-6777895.290639615,19764825.00000003,-136775802.3034783,-203563357.77773523,-403218821.9867325,-673983506.1751089,270764684.1883764
2023-09-15,-537092692.4853908,544035077.0815171,16473119.861767411,-8911289.626491128,24898425.000000037,-210381934.30870023,-269319261.6676422,-440298556.1449398,-952332175.3297567,512033619.18481696
2023-09-22,-475737456.78385746,646625348.6943356,19135895.094297975,-9597760.567974305,23642925.000000022,-249769530.4490462,-206437604.57579756,-252138183.58804193,-839738403.7270956,587600220.1390537
2023-09-29,-371171736.81419146,753665831.6610968,22056248.987609677,-4283966.687229175,24128850.000000007,-275338616.4420998,-153924802.1461541,-4868191.440968037,-657186411.715601,652318220.2746329
2023-10-06,-475993446.43935806,644328935.4461056,17744416.751930356,-1200123.6769174866,88135697.31000002,-244016594.1465512,-270987448.34474766,-241988563.09953845,-842591969.6833382,600603406.5837997
2023-10-13,-121947599.1122425,731734602.8899955,21189953.102287494,-7455769.552156174,35770125.00000003,-281906388.8514876,-21982725.98406551,355402197.4923312,-205903444.7827263,561305642.2750576
2023-10-20,-266198679.76065293,370267191.1156873,18653392.510668702,-9383864.884806463,34413720.00000003,-184278717.6842291,-101648634.06551765,-138175592.7688501,-467716989.421957,329541396.6531069
2023-10-27,-421810099.7192837,85509431.79795527,14676826.610223636,-12204425.991227927,39427350.00000002,-92115312.52928479,-181043486.70680818,-567559716.5384257,-740076028.4798727,172516311.94144702
2023-11-03,-719620820.4363096,467868027.8985281,20038743.920417517,-8512722.000573331,12548013.00299998,-207273553.97611722,-432187428.0902273,-867139739.6812818,-1284325185.6236544,417185445.94237256
2023-11-10,-353807761.00427026,177121413.67138025,15975091.63941451,-3298532.594218116,32050125.000000026,-116981690.89930029,-163949826.54978862,-412891180.73678243,-625976979.0399866,213085798.30320418
2023-11-17,-331182183.953822,373424570.57679415,16803308.325016543,-5612139.345552933,38827500.00000001,-169348301.9293696,-141608961.67402637,-218696208.00096023,-584996369.1051493,366300161.10418904
2023-11-24,-449783237.2076266,359875892.88007766,15296485.345843527,-6714359.39610518,36858225.00000002,-159005204.0374742,-203556069.7892608,-407028267.20454556,-794967540.2855282,387939273.0809826
2023-12-01,-1404734564.3035145,350223020.93578225,16482600.411305808,-7628171.916997515,-204334714.0357501,-155353069.6699259,-860451886.2261204,-2265796784.8052206,-2604190144.334542,338393359.5293212
2023-12-08,-441835545.211279,539299398.5070758,18107661.49094225,-3225341.8565840535,26442225.0,-199185462.2473574,-243455371.87407365,-303852436.1912761,-779456380.0345411,475603943.84326506
2023-12-15,2921681.820175112,843931726.5787004,22392536.27318579,-1509965.1452915077,14907899.999999981,-275432327.5812454,66851773.930635564,674063325.87616,11271234.846904755,662792091.0292553
2023-12-22,231494107.305955,944358272.7496969,24485412.38949033,-2072554.1070014494,13052550.000000024,-289789458.73429495,188352692.37718603,1109881021.981032,414486807.0166378,695394214.9643941
2023-12-29,309404773.07888347,984206455.212607,26221463.050884686,-294297.8179675564,14935800.000000006,-300364699.59925973,231061437.4497742,1265170931.374922,552015263.0511189,713155668.3238032
2024-01-05,122957744.68596943,756625788.9863371,20731010.39124675,258597.4866495293,-16867875.000000034,-245188318.94209245,78027043.12461191,716543990.7327223,190446535.02943325,526097455.70328903
2024-01-12,91188070.15330206,613922774.459325,19660939.01550083,1351068.9659691227,-1288050.000000014,-218214656.4706905,92582721.19024527,599202867.3136517,161904757.20242214,437298110.11122954
2024-01-19,-107594295.21133107,664198509.1552432,18692176.481485672,1752821.1505143878,15472874.999999994,-227836207.52917123,-20647295.24465403,344038583.80208683,-188538482.1459303,532577065.9480171
2024-01-26,-34589330.71628909,573367249.9850352,19355027.75906547,2916757.066357501,11318100.0,-213198963.32883427,26027608.34957675,385196449.1149116,-57245894.44655037,442442343.561462
2024-02-02,389310029.1128105,500534172.75697356,17262467.15023233,-1506226.8002673911,11266950.000000011,-208853705.05611876,247525367.61036527,955539054.7739956,695091021.3982887,260448033.3757069
2024-02-09,699393857.8352774,658730061.3148314,19283825.30320099,-601641.6783039714,5456774.999999992,-246618532.92671195,374073671.28414094,1509718016.1324348,1249641728.2159414,260076287.91649342
2024-02-16,57047398.68541397,649827629.1735166,20615207.690304182,-13750.413007718278,13096725.000000037,-250813416.40646294,64082042.15395521,553841835.8837193,100436128.49252033,453405707.391199
2024-02-23,215064732.4409256,846661615.0795873,22227286.54213781,-1822029.0832364075,13412925.0,-319714877.8496516,146492184.00853088,922321836.1382935,379874689.0435486,542447147.0947449
2024-03-01,448763329.4536686,827667361.0672617,21815092.22417027,-1582068.267887788,8760600.000000022,-303258048.49218976,287970629.5576567,1290136895.5426795,798286980.3115902,491849915.23108935
2024-03-08,577091167.2295216,1062487616.3325927,24027822.75059658,-4725048.736374754,-6282150.000000027,-375315589.23914504,296925431.78489316,1574209250.1220841,1031007257.2892475,543201992.8328366
2024-03-15,16331674.038020762,985677443.9630321,25515882.19277706,-1639369.9623064026,-16335450.000000017,-367232464.5450824,44234790.358287625,686552506.0447288,31664414.629504204,654888091.4152246
2024-03-22,94026389.45114715,1022686751.3853246,25230775.506466627,-1234275.3906308431,-16772550.000000004,-376998235.8730563,83337674.95544389,830276530.034695,172970545.00810623,657305985.0265888
2024-03-29,203174953.1677234,859738327.508173,22742612.97619668,-3494356.01400836,-13061850.000000034,-319520247.61413467,134003004.61180045,883582444.6357507,364042420.2299061,519540024.40584457
2024-04-05,212760026.5490171,815484645.0957614,21969411.636713337,-7056460.6568196025,-4331475.00000001,-302658562.6330455,140957378.74918154,877124963.7408082,381762268.12575626,495362695.615052
2024-04-12,663248452.2164447,666021210.9721122,20220539.565066375,-7830598.029295543,-36474600.00000004,-256519083.4291765,374282980.67056954,1422948901.9657207,1185853132.5098572,237095769.45586348
2024-04-19,188284278.49109733,526953824.49336374,19639700.41896707,-10645968.194958594,-22782675.000000015,-211443216.07328197,117932182.60323405,607938126.7384216,339279380.84386444,268658745.8945571
2024-04-26,57076427.439308204,627646521.9471334,19776668.14777292,-8784967.684218267,-25035600.000000015,-242892807.65040177,46612693.75877382,474398935.95836824,102753454.98993683,371645480.9684314
2024-05-03,248194775.39411643,714213868.9943848,21394621.791342527,-5436945.354818305,-17397975.00000002,-263785342.96719712,138782249.71149457,835965252.5693227,443266221.4353895,392699031.1339332
