date,book,method,var
2022-06-21,fwd_recv_2y5y,Delta-Normal,38123203.715131044
2022-06-21,fwd_recv_2y5y,Monte Carlo,38293955.10733747
2022-06-21,fwd_recv_2y5y,PCA + GARCH,133689132.87351628
2022-06-21,fwd_recv_5y5y,Delta-Normal,69847160.05547966
2022-06-21,fwd_recv_5y5y,Monte Carlo,70472325.89999567
2022-06-21,fwd_recv_5y5y,PCA + GARCH,251785474.4313318
2022-06-21,payer_5y,Delta-Normal,173508191.41547886
2022-06-21,payer_5y,Monte Carlo,174316771.570959
2022-06-21,payer_5y,PCA + GARCH,671007055.3013201
2022-06-21,payer_10y,Delta-Normal,269641092.5343545
2022-06-21,payer_10y,Monte Carlo,273699109.7051325
2022-06-21,payer_10y,PCA + GARCH,1046415732.6762687
2022-06-28,unhedged,Delta-Normal,91182055.63437204
2022-06-28,unhedged,Monte Carlo,90719841.83597802
2022-06-28,unhedged,PCA + GARCH,357144153.4311778
2022-06-28,irs_recv_5y,Delta-Normal,14352344.383438716
2022-06-28,irs_recv_5y,Monte Carlo,14086871.978130167
2022-06-28,irs_recv_5y,PCA + GARCH,39316250.28199608
2022-06-28,irs_recv_10y,Delta-Normal,110296502.38648853
2022-06-28,irs_recv_10y,Monte Carlo,110583565.42538644
2022-06-28,irs_recv_10y,PCA + GARCH,399968597.4121153
2022-06-28,fwd_recv_2y5y,Delta-Normal,39014750.40668449
2022-06-28,fwd_recv_2y5y,Monte Carlo,38711466.154899776
2022-06-28,fwd_recv_2y5y,PCA + GARCH,130485283.85050529
2022-06-28,fwd_recv_5y5y,Delta-Normal,71799098.15171994
2022-06-28,fwd_recv_5y5y,Monte Carlo,71969510.14843215
2022-06-28,fwd_recv_5y5y,PCA + GARCH,242442264.3138033
2022-06-28,payer_5y,Delta-Normal,181234506.65342253
2022-06-28,payer_5y,Monte Carlo,180437454.28096536
2022-06-28,payer_5y,PCA + GARCH,714025316.0274031
2022-06-28,payer_10y,Delta-Normal,279761942.6508687
2022-06-28,payer_10y,Monte Carlo,278375368.387309
2022-06-28,payer_10y,PCA + GARCH,1122214357.8789299
2022-07-05,unhedged,Delta-Normal,94124455.9749919
2022-07-05,unhedged,Monte Carlo,93490061.6404544
2022-07-05,unhedged,PCA + GARCH,376573991.3966653
2022-07-05,irs_recv_5y,Delta-Normal,14630797.162237324
2022-07-05,irs_recv_5y,Monte Carlo,14398827.757065356
2022-07-05,irs_recv_5y,PCA + GARCH,36668718.21124088
2022-07-05,irs_recv_10y,Delta-Normal,117874840.19951642
2022-07-05,irs_recv_10y,Monte Carlo,116512319.26641966
2022-07-05,irs_recv_10y,PCA + GARCH,430914011.0737224
2022-07-05,fwd_recv_2y5y,Delta-Normal,40880659.40251499
2022-07-05,fwd_recv_2y5y,Monte Carlo,40979804.42938153
2022-07-05,fwd_recv_2y5y,PCA + GARCH,132494044.70248489
2022-07-05,fwd_recv_5y5y,Delta-Normal,74811395.73061885
2022-07-05,fwd_recv_5y5y,Monte Carlo,74521572.05683064
2022-07-05,fwd_recv_5y5y,PCA + GARCH,239275749.82328996
2022-07-05,payer_5y,Delta-Normal,189214766.9621371
2022-07-05,payer_5y,Monte Carlo,188123573.58060047
2022-07-05,payer_5y,PCA + GARCH,766014821.6848744
2022-07-05,payer_10y,Delta-Normal,293298429.41585743
2022-07-05,payer_10y,Monte Carlo,291957111.173618
2022-07-05,payer_10y,PCA + GARCH,1186439981.018539
2022-07-12,unhedged,Delta-Normal,95366695.30398884
2022-07-12,unhedged,Monte Carlo,96424519.59059387
2022-07-12,unhedged,PCA + GARCH,365681497.192284
2022-07-12,irs_recv_5y,Delta-Normal,14694339.828050671
2022-07-12,irs_recv_5y,Monte Carlo,14699327.52557347
2022-07-12,irs_recv_5y,PCA + GARCH,36623875.08425446
2022-07-12,irs_recv_10y,Delta-Normal,120075265.25709927
2022-07-12,irs_recv_10y,Monte Carlo,118626413.47486985
2022-07-12,irs_recv_10y,PCA + GARCH,423245128.1961457
2022-07-12,fwd_recv_2y5y,Delta-Normal,41393130.41848009
2022-07-12,fwd_recv_2y5y,Monte Carlo,40975718.5552601
2022-07-12,fwd_recv_2y5y,PCA + GARCH,128207887.563794
2022-07-12,fwd_recv_5y5y,Delta-Normal,75480394.17177503
2022-07-12,fwd_recv_5y5y,Monte Carlo,76467669.60831197
2022-07-12,fwd_recv_5y5y,PCA + GARCH,235896358.74961397
2022-07-12,payer_5y,Delta-Normal,191922784.52414355
2022-07-12,payer_5y,Monte Carlo,195407037.04556507
2022-07-12,payer_5y,PCA + GARCH,740365455.8450602
2022-07-12,payer_10y,Delta-Normal,298040627.901758
2022-07-12,payer_10y,Monte Carlo,305320720.8501508
2022-07-12,payer_10y,PCA + GARCH,1171420067.4584951
2022-07-19,unhedged,Delta-Normal,95805120.13844293
2022-07-19,unhedged,Monte Carlo,95772728.46545002
2022-07-19,unhedged,PCA + GARCH,327902225.8508678
2022-07-19,irs_recv_5y,Delta-Normal,14663408.139040586
2022-07-19,irs_recv_5y,Monte Carlo,14521646.128376497
2022-07-19,irs_recv_5y,PCA + GARCH,37569953.17339525
2022-07-19,irs_recv_10y,Delta-Normal,117965246.4386869
2022-07-19,irs_recv_10y,Monte Carlo,118561661.9159413
2022-07-19,irs_recv_10y,PCA + GARCH,370370810.1926532
2022-07-19,fwd_recv_2y5y,Delta-Normal,40803378.350691706
2022-07-19,fwd_recv_2y5y,Monte Carlo,40476090.793834664
2022-07-19,fwd_recv_2y5y,PCA + GARCH,118658805.52367537
2022-07-19,fwd_recv_5y5y,Delta-Normal,74805380.89604636
2022-07-19,fwd_recv_5y5y,Monte Carlo,74622983.63316269
2022-07-19,fwd_recv_5y5y,PCA + GARCH,221811091.01227888
2022-07-19,payer_5y,Delta-Normal,191671756.00364053
2022-07-19,payer_5y,Monte Carlo,191834089.6636621
2022-07-19,payer_5y,PCA + GARCH,657480527.8437376
2022-07-19,payer_10y,Delta-Normal,296556289.80611646
2022-07-19,payer_10y,Monte Carlo,300120662.469225
2022-07-19,payer_10y,PCA + GARCH,1036131180.2342782
2022-07-26,unhedged,Delta-Normal,97455665.54204428
2022-07-26,unhedged,Monte Carlo,96101730.00436702
2022-07-26,unhedged,PCA + GARCH,333721708.54149634
2022-07-26,irs_recv_5y,Delta-Normal,15013103.280761229
2022-07-26,irs_recv_5y,Monte Carlo,14540907.898877753
2022-07-26,irs_recv_5y,PCA + GARCH,36418441.93004386
2022-07-26,irs_recv_10y,Delta-Normal,124916576.25152041
2022-07-26,irs_recv_10y,Monte Carlo,124149247.53796874
2022-07-26,irs_recv_10y,PCA + GARCH,399861165.8334212
2022-07-26,fwd_recv_2y5y,Delta-Normal,42515140.714148514
2022-07-26,fwd_recv_2y5y,Monte Carlo,41553549.880774744
2022-07-26,fwd_recv_2y5y,PCA + GARCH,125221825.86661987
2022-07-26,fwd_recv_5y5y,Delta-Normal,78154886.37346761
2022-07-26,fwd_recv_5y5y,Monte Carlo,76299520.8381754
2022-07-26,fwd_recv_5y5y,PCA + GARCH,231070600.09603074
2022-07-26,payer_5y,Delta-Normal,197047479.60503066
2022-07-26,payer_5y,Monte Carlo,194243965.24242127
2022-07-26,payer_5y,PCA + GARCH,681522717.7255356
2022-07-26,payer_10y,Delta-Normal,306758300.54931813
2022-07-26,payer_10y,Monte Carlo,307042004.8525274
2022-07-26,payer_10y,PCA + GARCH,1079210497.9269235
2022-08-02,unhedged,Delta-Normal,98257381.53839791
2022-08-02,unhedged,Monte Carlo,96763297.61373575
2022-08-02,unhedged,PCA + GARCH,315656405.25026774
2022-08-02,irs_recv_5y,Delta-Normal,15101574.74239293
2022-08-02,irs_recv_5y,Monte Carlo,15011043.578340985
2022-08-02,irs_recv_5y,PCA + GARCH,33176620.508510187
2022-08-02,irs_recv_10y,Delta-Normal,126363364.75490099
2022-08-02,irs_recv_10y,Monte Carlo,125691587.73060699
2022-08-02,irs_recv_10y,PCA + GARCH,377211740.14701384
2022-08-02,fwd_recv_2y5y,Delta-Normal,42919318.35630259
2022-08-02,fwd_recv_2y5y,Monte Carlo,42236007.39247447
2022-08-02,fwd_recv_2y5y,PCA + GARCH,121173995.79435214
2022-08-02,fwd_recv_5y5y,Delta-Normal,79247893.73949121
2022-08-02,fwd_recv_5y5y,Monte Carlo,78442540.63131598
2022-08-02,fwd_recv_5y5y,PCA + GARCH,225403466.61313915
2022-08-02,payer_5y,Delta-Normal,198951384.18781984
2022-08-02,payer_5y,Monte Carlo,195579652.38344544
2022-08-02,payer_5y,PCA + GARCH,641070328.5623608
2022-08-02,payer_10y,Delta-Normal,309587439.4339899
2022-08-02,payer_10y,Monte Carlo,307195456.6851414
2022-08-02,payer_10y,PCA + GARCH,1007897930.4878476
2022-08-09,unhedged,Delta-Normal,99404029.22936884
2022-08-09,unhedged,Monte Carlo,100231799.26964426
2022-08-09,unhedged,PCA + GARCH,311625252.46907043
2022-08-09,irs_recv_5y,Delta-Normal,14929435.353093976
2022-08-09,irs_recv_5y,Monte Carlo,14516309.1071846
2022-08-09,irs_recv_5y,PCA + GARCH,28365205.79275609
2022-08-09,irs_recv_10y,Delta-Normal,124314470.55453092
2022-08-09,irs_recv_10y,Monte Carlo,123343202.88481873
2022-08-09,irs_recv_10y,PCA + GARCH,352874466.5319756
2022-08-09,fwd_recv_2y5y,Delta-Normal,42285446.53605483
2022-08-09,fwd_recv_2y5y,Monte Carlo,41999977.00945631
2022-08-09,fwd_recv_2y5y,PCA + GARCH,106498972.45593415
2022-08-09,fwd_recv_5y5y,Delta-Normal,78354922.17656375
2022-08-09,fwd_recv_5y5y,Monte Carlo,77263268.22277172
2022-08-09,fwd_recv_5y5y,PCA + GARCH,196446497.2337957
2022-08-09,payer_5y,Delta-Normal,200433244.0235733
2022-08-09,payer_5y,Monte Carlo,201893609.0874986
2022-08-09,payer_5y,PCA + GARCH,631276409.946904
2022-08-09,payer_10y,Delta-Normal,309671790.7990171
2022-08-09,payer_10y,Monte Carlo,315105751.93110037
2022-08-09,payer_10y,PCA + GARCH,980494686.5800846
2022-08-16,unhedged,Delta-Normal,99653849.6029675
2022-08-16,unhedged,Monte Carlo,99153823.52616566
2022-08-16,unhedged,PCA + GARCH,272754550.12449574
2022-08-16,irs_recv_5y,Delta-Normal,14962997.895257752
2022-08-16,irs_recv_5y,Monte Carlo,14918917.747462044
2022-08-16,irs_recv_5y,PCA + GARCH,26329301.296476416
2022-08-16,irs_recv_10y,Delta-Normal,124690120.42572683
2022-08-16,irs_recv_10y,Monte Carlo,121788709.25554693
2022-08-16,irs_recv_10y,PCA + GARCH,317042762.6727131
2022-08-16,fwd_recv_2y5y,Delta-Normal,42408482.76108285
2022-08-16,fwd_recv_2y5y,Monte Carlo,41942609.41264024
2022-08-16,fwd_recv_2y5y,PCA + GARCH,98572883.1675636
2022-08-16,fwd_recv_5y5y,Delta-Normal,78637577.75534268
2022-08-16,fwd_recv_5y5y,Monte Carlo,78083607.89796819
2022-08-16,fwd_recv_5y5y,PCA + GARCH,182006768.2283034
2022-08-16,payer_5y,Delta-Normal,200883037.76662287
2022-08-16,payer_5y,Monte Carlo,200631551.62260938
2022-08-16,payer_5y,PCA + GARCH,553276450.805445
2022-08-16,payer_10y,Delta-Normal,310509232.5034164
2022-08-16,payer_10y,Monte Carlo,310506908.44568664
2022-08-16,payer_10y,PCA + GARCH,863696675.0487468
2022-08-23,unhedged,Delta-Normal,101416340.20333922
2022-08-23,unhedged,Monte Carlo,99978217.43282002
2022-08-23,unhedged,PCA + GARCH,281248013.15402704
2022-08-23,irs_recv_5y,Delta-Normal,14709797.958606733
2022-08-23,irs_recv_5y,Monte Carlo,14440141.85066259
2022-08-23,irs_recv_5y,PCA + GARCH,24563692.05270968
2022-08-23,irs_recv_10y,Delta-Normal,116941171.51190314
2022-08-23,irs_recv_10y,Monte Carlo,115402924.60946018
2022-08-23,irs_recv_10y,PCA + GARCH,303007726.6797947
2022-08-23,fwd_recv_2y5y,Delta-Normal,40842624.7761495
2022-08-23,fwd_recv_2y5y,Monte Carlo,39864732.526124775
2022-08-23,fwd_recv_2y5y,PCA + GARCH,89813838.53648622
2022-08-23,fwd_recv_5y5y,Delta-Normal,76544023.38941339
2022-08-23,fwd_recv_5y5y,Monte Carlo,75215746.5301404
2022-08-23,fwd_recv_5y5y,PCA + GARCH,168480311.2721813
2022-08-23,payer_5y,Delta-Normal,201855185.7245868
2022-08-23,payer_5y,Monte Carlo,200294266.56020916
2022-08-23,payer_5y,PCA + GARCH,564130432.1427125
2022-08-23,payer_10y,Delta-Normal,305429434.4016517
2022-08-23,payer_10y,Monte Carlo,303307313.29471064
2022-08-23,payer_10y,PCA + GARCH,857195391.2361403
2022-08-30,unhedged,Delta-Normal,102793464.78382336
2022-08-30,unhedged,Monte Carlo,102366936.73751193
2022-08-30,unhedged,PCA + GARCH,294886212.96754664
2022-08-30,irs_recv_5y,Delta-Normal,14924139.776994117
2022-08-30,irs_recv_5y,Monte Carlo,14615902.3069974
2022-08-30,irs_recv_5y,PCA + GARCH,25259298.04894904
2022-08-30,irs_recv_10y,Delta-Normal,113034391.38279678
2022-08-30,irs_recv_10y,Monte Carlo,110623306.76944849
2022-08-30,irs_recv_10y,PCA + GARCH,282038982.75980157
2022-08-30,fwd_recv_2y5y,Delta-Normal,40214814.174064636
2022-08-30,fwd_recv_2y5y,Monte Carlo,41020155.28947914
2022-08-30,fwd_recv_2y5y,PCA + GARCH,85081788.83983558
2022-08-30,fwd_recv_5y5y,Delta-Normal,75785433.53161795
2022-08-30,fwd_recv_5y5y,Monte Carlo,77056633.11135009
2022-08-30,fwd_recv_5y5y,PCA + GARCH,163380546.84626842
2022-08-30,payer_5y,Delta-Normal,202919888.135811
2022-08-30,payer_5y,Monte Carlo,202831019.43781283
2022-08-30,payer_5y,PCA + GARCH,582814762.2371718
2022-08-30,payer_10y,Delta-Normal,303747905.1888516
2022-08-30,payer_10y,Monte Carlo,304893548.7628158
2022-08-30,payer_10y,PCA + GARCH,877996450.800403
2022-09-06,unhedged,Delta-Normal,103161529.82832581
2022-09-06,unhedged,Monte Carlo,103139255.25124626
2022-09-06,unhedged,PCA + GARCH,272709314.19245416
2022-09-06,irs_recv_5y,Delta-Normal,15034271.15613663
2022-09-06,irs_recv_5y,Monte Carlo,14816600.91835054
2022-09-06,irs_recv_5y,PCA + GARCH,35284779.39924634
2022-09-06,irs_recv_10y,Delta-Normal,110668755.24655248
2022-09-06,irs_recv_10y,Monte Carlo,109433774.31159134
2022-09-06,irs_recv_10y,PCA + GARCH,281624717.65927505
2022-09-06,fwd_recv_2y5y,Delta-Normal,40252450.3268883
2022-09-06,fwd_recv_2y5y,Monte Carlo,39622150.18437357
2022-09-06,fwd_recv_2y5y,PCA + GARCH,94193514.80745016
2022-09-06,fwd_recv_5y5y,Delta-Normal,75863943.66436417
2022-09-06,fwd_recv_5y5y,Monte Carlo,74072114.51825239
2022-09-06,fwd_recv_5y5y,PCA + GARCH,183471903.1218007
2022-09-06,payer_5y,Delta-Normal,203219168.46114606
2022-09-06,payer_5y,Monte Carlo,202433759.74625516
2022-09-06,payer_5y,PCA + GARCH,538661975.8837055
2022-09-06,payer_10y,Delta-Normal,301657734.6509829
2022-09-06,payer_10y,Monte Carlo,303173714.49376094
2022-09-06,payer_10y,PCA + GARCH,810094552.8111452
2022-09-13,unhedged,Delta-Normal,103670542.70047349
2022-09-13,unhedged,Monte Carlo,103256461.44138135
2022-09-13,unhedged,PCA + GARCH,271345271.70754534
2022-09-13,irs_recv_5y,Delta-Normal,15177248.155055625
2022-09-13,irs_recv_5y,Monte Carlo,14862158.683885423
2022-09-13,irs_recv_5y,PCA + GARCH,33916371.87742339
2022-09-13,irs_recv_10y,Delta-Normal,110503058.08807762
2022-09-13,irs_recv_10y,Monte Carlo,109012059.67296086
2022-09-13,irs_recv_10y,PCA + GARCH,263432269.35356396
2022-09-13,fwd_recv_2y5y,Delta-Normal,40144754.48165426
2022-09-13,fwd_recv_2y5y,Monte Carlo,40251185.608474106
2022-09-13,fwd_recv_2y5y,PCA + GARCH,87632751.75888975
2022-09-13,fwd_recv_5y5y,Delta-Normal,75710506.70779203
2022-09-13,fwd_recv_5y5y,Monte Carlo,76678049.68043867
2022-09-13,fwd_recv_5y5y,PCA + GARCH,171942332.3949061
2022-09-13,payer_5y,Delta-Normal,203520161.54070136
2022-09-13,payer_5y,Monte Carlo,201893232.65008762
2022-09-13,payer_5y,PCA + GARCH,533656038.92607296
2022-09-13,payer_10y,Delta-Normal,302464761.0113343
2022-09-13,payer_10y,Monte Carlo,301485788.27998453
2022-09-13,payer_10y,PCA + GARCH,803542111.7215172
2022-09-20,unhedged,Delta-Normal,104218029.68325225
2022-09-20,unhedged,Monte Carlo,104756441.5502654
2022-09-20,unhedged,PCA + GARCH,252166716.30581915
2022-09-20,irs_recv_5y,Delta-Normal,15476036.784185799
2022-09-20,irs_recv_5y,Monte Carlo,15255626.856762636
2022-09-20,irs_recv_5y,PCA + GARCH,32494948.302362602
2022-09-20,irs_recv_10y,Delta-Normal,107598446.13122512
2022-09-20,irs_recv_10y,Monte Carlo,107836163.50002785
2022-09-20,irs_recv_10y,PCA + GARCH,255601037.0721537
2022-09-20,fwd_recv_2y5y,Delta-Normal,40178168.011734165
2022-09-20,fwd_recv_2y5y,Monte Carlo,40111748.88778842
2022-09-20,fwd_recv_2y5y,PCA + GARCH,95562210.84807137
2022-09-20,fwd_recv_5y5y,Delta-Normal,75593185.14709745
2022-09-20,fwd_recv_5y5y,Monte Carlo,75377239.70406562
2022-09-20,fwd_recv_5y5y,PCA + GARCH,184536865.92212272
2022-09-20,payer_5y,Delta-Normal,203273523.76699328
2022-09-20,payer_5y,Monte Carlo,204743301.1912844
2022-09-20,payer_5y,PCA + GARCH,493012901.2750996
2022-09-20,payer_10y,Delta-Normal,300043182.03121877
2022-09-20,payer_10y,Monte Carlo,302858402.656746
2022-09-20,payer_10y,PCA + GARCH,729840410.7678583
2022-09-27,unhedged,Delta-Normal,105803676.24408606
2022-09-27,unhedged,Monte Carlo,106854620.76544085
2022-09-27,unhedged,PCA + GARCH,265912053.6266263
2022-09-27,irs_recv_5y,Delta-Normal,16382684.153934812
2022-09-27,irs_recv_5y,Monte Carlo,16090542.435563052
2022-09-27,irs_recv_5y,PCA + GARCH,34462258.142481595
2022-09-27,irs_recv_10y,Delta-Normal,99981167.15008889
2022-09-27,irs_recv_10y,Monte Carlo,98168328.80411682
2022-09-27,irs_recv_10y,PCA + GARCH,245130788.92483497
2022-09-27,fwd_recv_2y5y,Delta-Normal,40062404.57005141
2022-09-27,fwd_recv_2y5y,Monte Carlo,39632197.85597021
2022-09-27,fwd_recv_2y5y,PCA + GARCH,100895685.63380595
2022-09-27,fwd_recv_5y5y,Delta-Normal,75241512.33511996
2022-09-27,fwd_recv_5y5y,Monte Carlo,75104955.4296387
2022-09-27,fwd_recv_5y5y,PCA + GARCH,192887979.33544534
2022-09-27,payer_5y,Delta-Normal,203814179.32243425
2022-09-27,payer_5y,Monte Carlo,207402221.81230637
2022-09-27,payer_5y,PCA + GARCH,515170346.3633693
2022-09-27,payer_10y,Delta-Normal,294411331.57807124
2022-09-27,payer_10y,Monte Carlo,299560399.12863964
2022-09-27,payer_10y,PCA + GARCH,753410689.5276673
2022-10-04,unhedged,Delta-Normal,107465785.97679129
2022-10-04,unhedged,Monte Carlo,107042764.7597823
2022-10-04,unhedged,PCA + GARCH,270372901.91776985
2022-10-04,irs_recv_5y,Delta-Normal,15573043.589835245
2022-10-04,irs_recv_5y,Monte Carlo,15432935.804983854
2022-10-04,irs_recv_5y,PCA + GARCH,29845332.803014796
2022-10-04,irs_recv_10y,Delta-Normal,107845739.3042006
2022-10-04,irs_recv_10y,Monte Carlo,105387665.67737533
2022-10-04,irs_recv_10y,PCA + GARCH,278746374.64669836
2022-10-04,fwd_recv_2y5y,Delta-Normal,41286782.86699529
2022-10-04,fwd_recv_2y5y,Monte Carlo,41720732.3416577
2022-10-04,fwd_recv_2y5y,PCA + GARCH,114721076.74960575
2022-10-04,fwd_recv_5y5y,Delta-Normal,77463846.22297555
2022-10-04,fwd_recv_5y5y,Monte Carlo,77441163.61848313
2022-10-04,fwd_recv_5y5y,PCA + GARCH,214202576.99305907
2022-10-04,payer_5y,Delta-Normal,209528948.10049015
2022-10-04,payer_5y,Monte Carlo,209805758.15203336
2022-10-04,payer_5y,PCA + GARCH,528530307.19231635
2022-10-04,payer_10y,Delta-Normal,305927192.69580054
2022-10-04,payer_10y,Monte Carlo,305356481.3485508
2022-10-04,payer_10y,PCA + GARCH,791848899.0502319
2022-10-11,unhedged,Delta-Normal,109341873.58737066
2022-10-11,unhedged,Monte Carlo,109949391.31747758
2022-10-11,unhedged,PCA + GARCH,330634264.0777228
2022-10-11,irs_recv_5y,Delta-Normal,16494761.961164135
2022-10-11,irs_recv_5y,Monte Carlo,16267660.012871971
2022-10-11,irs_recv_5y,PCA + GARCH,35269706.451654695
2022-10-11,irs_recv_10y,Delta-Normal,100414289.78143102
2022-10-11,irs_recv_10y,Monte Carlo,99533852.40555727
2022-10-11,irs_recv_10y,PCA + GARCH,274243518.64302385
2022-10-11,fwd_recv_2y5y,Delta-Normal,41194364.010816425
2022-10-11,fwd_recv_2y5y,Monte Carlo,40321801.233854674
2022-10-11,fwd_recv_2y5y,PCA + GARCH,108811903.63868204
2022-10-11,fwd_recv_5y5y,Delta-Normal,77152799.00010498
2022-10-11,fwd_recv_5y5y,Monte Carlo,77193156.05329119
2022-10-11,fwd_recv_5y5y,PCA + GARCH,206126898.87966475
2022-10-11,payer_5y,Delta-Normal,210711593.68078834
2022-10-11,payer_5y,Monte Carlo,212009918.78902134
2022-10-11,payer_5y,PCA + GARCH,637165849.8671606
2022-10-11,payer_10y,Delta-Normal,301215894.79391706
2022-10-11,payer_10y,Monte Carlo,304954595.4912664
2022-10-11,payer_10y,PCA + GARCH,921400475.6874732
2022-10-18,unhedged,Delta-Normal,109337959.93310592
2022-10-18,unhedged,Monte Carlo,110114375.6199864
2022-10-18,unhedged,PCA + GARCH,299451435.9730056
2022-10-18,irs_recv_5y,Delta-Normal,16461112.908059295
2022-10-18,irs_recv_5y,Monte Carlo,16421498.990207436
2022-10-18,irs_recv_5y,PCA + GARCH,33284719.830922697
2022-10-18,irs_recv_10y,Delta-Normal,102496899.7601575
2022-10-18,irs_recv_10y,Monte Carlo,100628642.10613166
2022-10-18,irs_recv_10y,PCA + GARCH,260437762.08421683
2022-10-18,fwd_recv_2y5y,Delta-Normal,41366878.89123396
2022-10-18,fwd_recv_2y5y,Monte Carlo,40918906.86200239
2022-10-18,fwd_recv_2y5y,PCA + GARCH,102016412.77074692
2022-10-18,fwd_recv_5y5y,Delta-Normal,77714281.76488128
2022-10-18,fwd_recv_5y5y,Monte Carlo,77227101.29542086
2022-10-18,fwd_recv_5y5y,PCA + GARCH,192916051.93179438
2022-10-18,payer_5y,Delta-Normal,210942574.85880467
2022-10-18,payer_5y,Monte Carlo,212978602.77315113
2022-10-18,payer_5y,PCA + GARCH,581328324.1026286
2022-10-18,payer_10y,Delta-Normal,303317409.9246731
2022-10-18,payer_10y,Monte Carlo,306709746.2884669
2022-10-18,payer_10y,PCA + GARCH,837176830.9909042
2022-10-25,unhedged,Delta-Normal,109774854.15108447
2022-10-25,unhedged,Monte Carlo,110827579.41607091
2022-10-25,unhedged,PCA + GARCH,272415943.34521365
2022-10-25,irs_recv_5y,Delta-Normal,16232002.171412244
2022-10-25,irs_recv_5y,Monte Carlo,16260592.754086323
2022-10-25,irs_recv_5y,PCA + GARCH,28925099.605207708
2022-10-25,irs_recv_10y,Delta-Normal,105747176.95221636
2022-10-25,irs_recv_10y,Monte Carlo,102408728.06521232
2022-10-25,irs_recv_10y,PCA + GARCH,254980865.1080124
2022-10-25,fwd_recv_2y5y,Delta-Normal,41805636.39407655
2022-10-25,fwd_recv_2y5y,Monte Carlo,41603651.75922192
2022-10-25,fwd_recv_2y5y,PCA + GARCH,103771189.43482506
2022-10-25,fwd_recv_5y5y,Delta-Normal,78343459.79271509
2022-10-25,fwd_recv_5y5y,Monte Carlo,77113985.59279622
2022-10-25,fwd_recv_5y5y,PCA + GARCH,194578176.0901577
2022-10-25,payer_5y,Delta-Normal,212490032.89613503
2022-10-25,payer_5y,Monte Carlo,214162035.65733632
2022-10-25,payer_5y,PCA + GARCH,528931121.99804133
2022-10-25,payer_10y,Delta-Normal,307613630.9323826
2022-10-25,payer_10y,Monte Carlo,312487867.91441923
2022-10-25,payer_10y,PCA + GARCH,773148129.3173809
2022-11-01,unhedged,Delta-Normal,111574490.7199869
2022-11-01,unhedged,Monte Carlo,111292616.38533902
2022-11-01,unhedged,PCA + GARCH,311705439.63928413
2022-11-01,irs_recv_5y,Delta-Normal,16348592.53852728
2022-11-01,irs_recv_5y,Monte Carlo,16142453.891549502
2022-11-01,irs_recv_5y,PCA + GARCH,28743809.83371526
2022-11-01,irs_recv_10y,Delta-Normal,106277828.98595601
2022-11-01,irs_recv_10y,Monte Carlo,104152563.18435214
2022-11-01,irs_recv_10y,PCA + GARCH,270529874.1556023
2022-11-01,fwd_recv_2y5y,Delta-Normal,41944401.08421209
2022-11-01,fwd_recv_2y5y,Monte Carlo,41562432.76593736
2022-11-01,fwd_recv_2y5y,PCA + GARCH,96572670.50944482
2022-11-01,fwd_recv_5y5y,Delta-Normal,79136461.4000404
2022-11-01,fwd_recv_5y5y,Monte Carlo,78404869.6825667
2022-11-01,fwd_recv_5y5y,PCA + GARCH,186140606.00197595
2022-11-01,payer_5y,Delta-Normal,216181402.94972157
2022-11-01,payer_5y,Monte Carlo,216303297.19693315
2022-11-01,payer_5y,PCA + GARCH,607495817.9657542
2022-11-01,payer_10y,Delta-Normal,311588502.64348763
2022-11-01,payer_10y,Monte Carlo,313314180.7648873
2022-11-01,payer_10y,PCA + GARCH,883248161.0171022
2022-11-08,unhedged,Delta-Normal,111738401.10217124
2022-11-08,unhedged,Monte Carlo,110903612.2769596
2022-11-08,unhedged,PCA + GARCH,282806441.5948468
2022-11-08,irs_recv_5y,Delta-Normal,16584387.817991294
2022-11-08,irs_recv_5y,Monte Carlo,16361220.683235358
2022-11-08,irs_recv_5y,PCA + GARCH,32896457.456957936
2022-11-08,irs_recv_10y,Delta-Normal,105283075.21701385
2022-11-08,irs_recv_10y,Monte Carlo,104375833.93190376
2022-11-08,irs_recv_10y,PCA + GARCH,244159860.87284577
2022-11-08,fwd_recv_2y5y,Delta-Normal,41871311.71974946
2022-11-08,fwd_recv_2y5y,Monte Carlo,41626665.13128916
2022-11-08,fwd_recv_2y5y,PCA + GARCH,88906754.9450393
2022-11-08,fwd_recv_5y5y,Delta-Normal,78946481.53996551
2022-11-08,fwd_recv_5y5y,Monte Carlo,78014123.1093604
2022-11-08,fwd_recv_5y5y,PCA + GARCH,172002621.8318728
2022-11-08,payer_5y,Delta-Normal,215938794.99387506
2022-11-08,payer_5y,Monte Carlo,215269027.22314274
2022-11-08,payer_5y,PCA + GARCH,549860096.3545064
2022-11-08,payer_10y,Delta-Normal,310812580.330438
2022-11-08,payer_10y,Monte Carlo,311593513.91999227
2022-11-08,payer_10y,PCA + GARCH,793404180.4385824
2022-11-15,unhedged,Delta-Normal,112850289.46947446
2022-11-15,unhedged,Monte Carlo,113056737.27261843
2022-11-15,unhedged,PCA + GARCH,291831389.71034634
2022-11-15,irs_recv_5y,Delta-Normal,16111012.677945508
2022-11-15,irs_recv_5y,Monte Carlo,16089175.870429873
2022-11-15,irs_recv_5y,PCA + GARCH,28065892.839529935
2022-11-15,irs_recv_10y,Delta-Normal,110398084.88365784
2022-11-15,irs_recv_10y,Monte Carlo,110096962.19988656
